customer_id,transaction_date,product_category,quantity,unit_price,discount,total_revenue,customer_type,month,year,day_of_week
3790,2023-06-29,Books,2,31.67,0.068,59.05,regular,6,2023,Thursday
8408,2024-10-05,Sports,2,319.76,0.144,547.54,regular,10,2024,Saturday
9755,2023-05-23,Clothing,1,180.01,0.017,176.96,regular,5,2023,Tuesday
6116,2023-10-30,Sports,2,295.58,0.139,559.82,regular,10,2023,Monday
7019,2023-10-30,Sports,1,181.79,0.193,146.76,regular,10,2023,Monday
2757,2024-04-02,Beauty,2,19.77,0.096,39.34,regular,4,2024,Tuesday
8574,2024-02-28,Sports,1,182.12,0.144,171.42,regular,2,2024,Wednesday
7374,2024-08-24,Books,1,41.22,0.006,40.96,high_spender,8,2024,Saturday
7892,2023-04-26,Clothing,2,147.91,0.05,280.96,regular,4,2023,Wednesday
2678,2024-03-15,Electronics,3,953.37,0.1,2574.42,high_spender,3,2024,Friday
4242,2023-04-09,Home & Garden,1,93.63,0.327,69.35,discount_driven,4,2023,Sunday
5636,2024-03-27,Sports,1,541.82,0.045,517.65,high_spender,3,2024,Wednesday
2059,2023-12-04,Home & Garden,2,17.72,0.109,31.59,discount_driven,12,2023,Monday
7668,2024-11-04,Beauty,1,77.44,0.118,68.32,regular,11,2024,Monday
4157,2023-08-11,Sports,2,517.43,0.101,1208.86,regular,8,2023,Friday
6915,2024-01-31,Clothing,1,182.11,0.022,231.46,high_spender,1,2024,Wednesday
3693,2024-08-01,Clothing,2,229.01,0.049,435.6,regular,8,2024,Thursday
4627,2024-01-27,Sports,2,140.99,0.037,298.84,regular,1,2024,Saturday
6450,2023-01-24,Beauty,1,18.95,0.243,14.35,discount_driven,1,2023,Tuesday
2663,2023-01-19,Sports,2,491.45,0.359,629.59,discount_driven,1,2023,Thursday
6592,2023-09-27,Sports,1,462.24,0.225,358.38,discount_driven,9,2023,Wednesday
8392,2024-03-03,Beauty,2,24.45,0.036,47.15,high_spender,3,2024,Sunday
2306,2024-01-01,Home & Garden,2,187.13,0.291,265.19,discount_driven,1,2024,Monday
7776,2023-02-12,Home & Garden,2,358.94,0.103,708.31,regular,2,2023,Sunday
6864,2023-05-26,Clothing,2,216.28,0.111,384.37,regular,5,2023,Friday
8526,2024-04-21,Home & Garden,1,154.34,0.12,135.79,regular,4,2024,Sunday
9901,2023-06-15,Home & Garden,2,141.46,0.186,299.27,regular,6,2023,Thursday
6575,2023-02-06,Books,1,21.43,0.077,19.79,regular,2,2023,Monday
6530,2024-05-17,Sports,1,409.93,0.007,529.3,regular,5,2024,Friday
5413,2024-09-25,Sports,2,118.32,0.195,190.4,regular,9,2024,Wednesday
4748,2024-05-23,Beauty,1,20.41,0.043,19.53,regular,5,2024,Thursday
1663,2023-02-12,Clothing,2,119.8,0.307,165.97,discount_driven,2,2023,Sunday
2998,2023-04-09,Beauty,2,49.23,0.108,87.84,discount_driven,4,2023,Sunday
8994,2023-02-24,Clothing,2,139.48,0.008,276.79,regular,2,2023,Friday
2495,2023-01-29,Home & Garden,2,110.7,0.09,201.57,regular,1,2023,Sunday
4304,2024-09-09,Sports,1,127.21,0.102,114.28,discount_driven,9,2024,Monday
4763,2024-03-23,Sports,2,239.26,0.12,463.37,regular,3,2024,Saturday
6232,2024-12-23,Beauty,3,86.8,0.038,275.41,high_spender,12,2024,Monday
2853,2024-09-27,Sports,1,371.23,0.337,245.96,discount_driven,9,2024,Friday
7585,2024-12-11,Electronics,2,1258.24,0.169,2091.42,regular,12,2024,Wednesday
2291,2023-05-14,Books,2,29.17,0.017,57.35,regular,5,2023,Sunday
4581,2024-10-08,Beauty,1,26.92,0.08,24.77,regular,10,2024,Tuesday
8554,2023-09-08,Beauty,1,24.01,0.143,20.59,regular,9,2023,Friday
8280,2024-06-06,Sports,2,419.34,0.062,786.75,high_spender,6,2024,Thursday
2636,2024-08-26,Books,2,35.79,0.113,69.81,regular,8,2024,Monday
4696,2024-02-25,Sports,2,50.61,0.318,69.07,discount_driven,2,2024,Sunday
1698,2024-02-24,Electronics,2,499.8,0.184,1060.7,discount_driven,2,2024,Saturday
5737,2024-05-02,Clothing,2,32.35,0.019,63.49,regular,5,2024,Thursday
1854,2024-06-14,Home & Garden,1,153.08,0.079,183.37,high_spender,6,2024,Friday
9164,2023-12-07,Home & Garden,2,229.32,0.169,381.03,discount_driven,12,2023,Thursday
6855,2024-03-02,Sports,4,253.45,0.051,961.92,high_spender,3,2024,Saturday
8392,2024-06-03,Clothing,2,98.5,0.132,170.95,discount_driven,6,2024,Monday
7528,2024-04-15,Clothing,4,226.47,0.062,850.08,high_spender,4,2024,Monday
6249,2023-04-14,Beauty,2,85.56,0.101,153.75,regular,4,2023,Friday
6172,2023-03-26,Beauty,2,91.14,0.01,180.55,regular,3,2023,Sunday
2707,2023-06-28,Clothing,2,207.9,0.049,395.42,high_spender,6,2023,Wednesday
6791,2023-11-17,Sports,1,140.88,0.367,89.23,discount_driven,11,2023,Friday
6535,2024-03-31,Electronics,1,639.0,0.125,559.2,discount_driven,3,2024,Sunday
5931,2023-10-13,Sports,2,382.28,0.33,665.92,discount_driven,10,2023,Friday
4510,2023-09-14,Books,2,22.85,0.171,37.88,regular,9,2023,Thursday
1202,2024-04-03,Beauty,2,9.3,0.37,15.24,discount_driven,4,2024,Wednesday
5218,2024-05-21,Home & Garden,2,322.85,0.139,556.12,discount_driven,5,2024,Tuesday
9958,2024-08-30,Beauty,1,93.17,0.191,75.4,regular,8,2024,Friday
5389,2024-03-02,Beauty,2,27.14,0.009,53.8,regular,3,2024,Saturday
3327,2024-03-13,Beauty,2,51.01,0.281,95.32,discount_driven,3,2024,Wednesday
9004,2023-09-20,Electronics,2,222.93,0.376,361.82,discount_driven,9,2023,Wednesday
3931,2024-06-01,Books,1,11.78,0.267,8.63,discount_driven,6,2024,Saturday
8777,2024-10-20,Home & Garden,2,138.9,0.174,229.52,regular,10,2024,Sunday
1197,2024-01-24,Clothing,1,84.89,0.22,66.18,discount_driven,1,2024,Wednesday
8125,2024-03-21,Beauty,1,59.06,0.145,50.5,regular,3,2024,Thursday
2930,2024-10-06,Home & Garden,2,202.71,0.034,391.61,regular,10,2024,Sunday
7287,2023-05-18,Books,1,29.61,0.399,17.78,discount_driven,5,2023,Thursday
9800,2023-06-11,Home & Garden,1,219.49,0.09,199.7,regular,6,2023,Sunday
5282,2024-11-11,Home & Garden,1,72.24,0.07,67.19,high_spender,11,2024,Monday
3511,2023-02-06,Electronics,3,1118.18,0.027,3263.09,high_spender,2,2023,Monday
1659,2024-12-17,Sports,1,294.6,0.228,295.78,discount_driven,12,2024,Tuesday
3811,2024-07-28,Sports,2,333.15,0.355,429.79,discount_driven,7,2024,Sunday
8098,2024-07-18,Books,2,12.5,0.146,21.35,regular,7,2024,Thursday
7546,2024-02-14,Books,1,22.7,0.096,22.58,high_spender,2,2024,Wednesday
2986,2023-01-13,Electronics,2,1211.36,0.384,1940.74,discount_driven,1,2023,Friday
9338,2023-09-13,Home & Garden,4,85.48,0.057,354.59,high_spender,9,2023,Wednesday
3911,2023-11-06,Sports,2,493.5,0.171,818.69,regular,11,2023,Monday
2734,2023-04-19,Beauty,2,11.52,0.154,19.5,discount_driven,4,2023,Wednesday
2843,2024-05-30,Sports,2,599.78,0.167,1098.81,regular,5,2024,Thursday
9680,2023-08-12,Sports,1,119.83,0.018,117.67,regular,8,2023,Saturday
3976,2024-09-21,Beauty,2,38.87,0.289,55.26,discount_driven,9,2024,Saturday
2959,2023-12-10,Books,2,25.15,0.152,42.64,regular,12,2023,Sunday
6759,2023-09-13,Books,2,25.2,0.045,48.12,regular,9,2023,Wednesday
7694,2023-01-07,Electronics,1,690.64,0.027,671.95,regular,1,2023,Saturday
3385,2023-07-30,Sports,2,52.35,0.046,99.83,regular,7,2023,Sunday
5736,2023-05-04,Sports,1,56.57,0.17,61.06,regular,5,2023,Thursday
2802,2024-12-05,Electronics,4,473.81,0.049,1802.03,high_spender,12,2024,Thursday
9155,2023-03-08,Beauty,2,44.85,0.09,89.76,high_spender,3,2023,Wednesday
9120,2024-11-24,Books,2,15.87,0.247,23.9,discount_driven,11,2024,Sunday
7616,2024-12-12,Books,1,14.18,0.096,12.82,regular,12,2024,Thursday
6534,2023-12-03,Sports,1,200.1,0.288,142.56,discount_driven,12,2023,Sunday
5061,2024-04-15,Home & Garden,2,144.96,0.014,314.5,high_spender,4,2024,Monday
1262,2023-01-01,Beauty,1,86.12,0.152,73.06,discount_driven,1,2023,Sunday
7287,2023-04-02,Sports,2,395.73,0.014,780.12,regular,4,2023,Sunday
9815,2024-08-14,Books,1,10.16,0.004,10.12,regular,8,2024,Wednesday
3049,2024-04-16,Home & Garden,2,265.5,0.181,434.72,regular,4,2024,Tuesday
6423,2023-09-12,Books,1,23.07,0.051,21.89,regular,9,2023,Tuesday
5548,2023-09-26,Electronics,2,992.51,0.223,1541.6,discount_driven,9,2023,Tuesday
4108,2023-11-19,Electronics,1,805.43,0.338,532.88,discount_driven,11,2023,Sunday
8158,2023-09-17,Beauty,1,31.25,0.12,27.51,discount_driven,9,2023,Sunday
8400,2024-04-25,Home & Garden,1,183.88,0.091,183.84,high_spender,4,2024,Thursday
4170,2023-07-09,Home & Garden,1,193.02,0.197,155.07,regular,7,2023,Sunday
3255,2024-08-15,Electronics,4,1079.29,0.053,4495.18,high_spender,8,2024,Thursday
2154,2024-06-17,Clothing,4,230.53,0.067,1118.04,high_spender,6,2024,Monday
5499,2024-07-05,Books,1,37.84,0.121,33.28,regular,7,2024,Friday
7295,2024-02-26,Books,2,9.54,0.045,23.7,regular,2,2024,Monday
7197,2023-05-02,Beauty,1,80.05,0.2,83.27,discount_driven,5,2023,Tuesday
2648,2024-12-07,Home & Garden,2,340.96,0.042,653.3,high_spender,12,2024,Saturday
6539,2023-03-05,Sports,1,476.43,0.112,422.84,regular,3,2023,Sunday
5199,2024-12-02,Electronics,2,1243.16,0.057,2343.73,regular,12,2024,Monday
9445,2024-12-02,Books,2,12.54,0.075,23.2,high_spender,12,2024,Monday
3557,2023-11-29,Sports,2,129.73,0.176,213.91,regular,11,2023,Wednesday
6592,2023-08-29,Electronics,1,271.41,0.168,225.75,discount_driven,8,2023,Tuesday
1098,2023-11-29,Books,1,35.34,0.013,34.89,high_spender,11,2023,Wednesday
3200,2023-11-28,Beauty,1,42.18,0.063,39.52,regular,11,2023,Tuesday
3961,2024-09-14,Beauty,1,15.89,0.207,12.6,discount_driven,9,2024,Saturday
5973,2024-08-07,Clothing,2,215.2,0.036,414.97,regular,8,2024,Wednesday
5433,2023-07-23,Electronics,1,739.39,0.041,709.26,regular,7,2023,Sunday
3869,2024-07-26,Clothing,2,132.57,0.051,251.59,regular,7,2024,Friday
1956,2023-08-29,Beauty,2,10.14,0.004,20.2,regular,8,2023,Tuesday
9352,2023-02-26,Home & Garden,1,263.95,0.086,313.45,regular,2,2023,Sunday
6699,2023-12-06,Beauty,2,8.25,0.167,15.12,discount_driven,12,2023,Wednesday
7944,2023-07-02,Beauty,2,13.37,0.119,23.54,regular,7,2023,Sunday
5493,2023-08-26,Beauty,1,47.96,0.132,41.65,regular,8,2023,Saturday
5911,2024-01-26,Books,1,23.15,0.095,20.94,regular,1,2024,Friday
4987,2023-03-10,Sports,1,441.79,0.125,502.57,regular,3,2023,Friday
7015,2023-09-18,Home & Garden,2,114.44,0.119,262.1,regular,9,2023,Monday
2218,2024-05-18,Electronics,2,960.65,0.053,2364.48,high_spender,5,2024,Saturday
5496,2024-04-15,Sports,2,307.5,0.254,458.82,discount_driven,4,2024,Monday
5735,2023-10-26,Books,4,10.15,0.031,39.34,high_spender,10,2023,Thursday
5555,2023-12-26,Home & Garden,2,241.4,0.318,329.07,discount_driven,12,2023,Tuesday
9050,2023-11-26,Home & Garden,1,16.32,0.052,17.01,regular,11,2023,Sunday
4446,2024-02-26,Beauty,2,60.26,0.196,96.88,regular,2,2024,Monday
2045,2024-09-11,Clothing,2,148.2,0.102,292.82,regular,9,2024,Wednesday
7893,2023-07-14,Sports,1,289.29,0.005,287.82,high_spender,7,2023,Friday
2693,2024-10-14,Books,2,23.62,0.357,30.37,discount_driven,10,2024,Monday
4436,2024-09-01,Home & Garden,1,194.02,0.04,186.31,regular,9,2024,Sunday
9754,2023-01-27,Home & Garden,2,369.97,0.024,794.53,high_spender,1,2023,Friday
6895,2024-07-23,Clothing,2,200.39,0.345,262.51,discount_driven,7,2024,Tuesday
4354,2023-03-19,Electronics,2,1145.18,0.006,2958.83,regular,3,2023,Sunday
1225,2024-03-08,Beauty,1,50.44,0.023,64.04,regular,3,2024,Friday
5893,2024-09-18,Clothing,4,62.74,0.013,272.45,high_spender,9,2024,Wednesday
8022,2024-12-03,Books,1,32.42,0.029,31.48,high_spender,12,2024,Tuesday
6600,2023-11-26,Beauty,1,109.4,0.038,115.82,high_spender,11,2023,Sunday
8996,2024-07-21,Clothing,3,155.73,0.076,431.85,high_spender,7,2024,Sunday
8683,2023-07-01,Clothing,3,249.18,0.082,686.36,high_spender,7,2023,Saturday
5642,2024-09-23,Clothing,1,31.7,0.167,26.41,discount_driven,9,2024,Monday
8679,2024-11-12,Beauty,1,95.6,0.198,84.33,regular,11,2024,Tuesday
9208,2023-01-16,Home & Garden,1,299.05,0.248,225.04,discount_driven,1,2023,Monday
8339,2023-08-29,Clothing,1,30.98,0.106,36.01,regular,8,2023,Tuesday
3205,2024-04-08,Books,1,34.34,0.38,21.3,discount_driven,4,2024,Monday
2069,2023-12-01,Books,2,38.9,0.053,73.67,regular,12,2023,Friday
4444,2024-12-01,Electronics,2,640.96,0.114,1136.31,regular,12,2024,Sunday
2060,2023-12-02,Electronics,1,1466.75,0.168,1586.22,regular,12,2023,Saturday
3327,2024-05-20,Sports,1,599.99,0.014,769.36,regular,5,2024,Monday
4420,2023-01-16,Home & Garden,2,333.17,0.129,580.19,regular,1,2023,Monday
1301,2023-07-27,Clothing,2,89.13,0.001,195.88,regular,7,2023,Thursday
1606,2024-03-12,Sports,2,521.13,0.233,1039.48,discount_driven,3,2024,Tuesday
4170,2023-03-21,Books,1,16.47,0.195,13.25,regular,3,2023,Tuesday
1699,2024-06-14,Sports,1,72.16,0.261,53.33,discount_driven,6,2024,Friday
6088,2024-05-11,Electronics,1,260.08,0.024,329.85,regular,5,2024,Saturday
1190,2023-12-12,Electronics,1,448.43,0.124,392.64,regular,12,2023,Tuesday
1980,2024-04-17,Sports,2,387.18,0.131,672.88,regular,4,2024,Wednesday
3975,2024-01-22,Sports,1,166.16,0.047,158.33,regular,1,2024,Monday
7102,2023-06-23,Home & Garden,2,290.69,0.053,550.31,regular,6,2023,Friday
2184,2023-03-12,Beauty,1,62.33,0.232,47.87,discount_driven,3,2023,Sunday
4327,2023-03-02,Home & Garden,4,178.02,0.086,651.09,high_spender,3,2023,Thursday
4394,2024-07-10,Sports,2,231.37,0.188,375.69,regular,7,2024,Wednesday
9319,2023-06-06,Clothing,2,227.64,0.098,533.79,regular,6,2023,Tuesday
2816,2023-02-10,Electronics,1,1213.64,0.212,956.91,discount_driven,2,2023,Friday
6854,2023-12-30,Clothing,2,201.11,0.21,413.15,discount_driven,12,2023,Saturday
7709,2024-06-23,Sports,2,44.33,0.054,83.87,regular,6,2024,Sunday
1569,2023-04-23,Home & Garden,3,488.44,0.034,1415.83,high_spender,4,2023,Sunday
6442,2024-12-17,Beauty,1,56.37,0.393,34.23,discount_driven,12,2024,Tuesday
2895,2024-05-29,Home & Garden,1,87.57,0.091,79.64,regular,5,2024,Wednesday
3733,2023-01-27,Clothing,2,236.35,0.047,450.46,high_spender,1,2023,Friday
4863,2024-10-29,Beauty,1,82.14,0.063,76.94,regular,10,2024,Tuesday
8455,2023-02-11,Beauty,1,88.71,0.233,68.04,discount_driven,2,2023,Saturday
5014,2024-04-16,Beauty,2,91.57,0.132,158.97,discount_driven,4,2024,Tuesday
2686,2023-04-29,Beauty,3,127.96,0.001,383.5,high_spender,4,2023,Saturday
4009,2024-04-22,Electronics,2,1230.51,0.121,2163.59,discount_driven,4,2024,Monday
8806,2023-12-04,Books,1,9.99,0.288,7.82,discount_driven,12,2023,Monday
1154,2023-09-22,Home & Garden,2,70.81,0.356,91.26,discount_driven,9,2023,Friday
2409,2023-12-16,Clothing,1,148.99,0.105,146.61,discount_driven,12,2023,Saturday
1784,2023-04-15,Clothing,3,212.02,0.073,589.86,high_spender,4,2023,Saturday
9096,2023-05-17,Home & Garden,2,169.5,0.162,284.25,regular,5,2023,Wednesday
8560,2023-12-16,Home & Garden,2,93.07,0.16,156.4,discount_driven,12,2023,Saturday
8343,2023-11-26,Home & Garden,4,216.47,0.03,839.65,high_spender,11,2023,Sunday
8206,2024-05-21,Home & Garden,2,288.43,0.329,387.28,discount_driven,5,2024,Tuesday
6596,2024-03-13,Electronics,1,1078.37,0.13,1032.49,discount_driven,3,2024,Wednesday
6801,2024-08-16,Books,2,33.41,0.189,70.42,discount_driven,8,2024,Friday
3806,2023-06-08,Home & Garden,2,260.18,0.008,516.14,regular,6,2023,Thursday
1537,2023-01-26,Books,1,9.66,0.104,8.65,discount_driven,1,2023,Thursday
6986,2023-05-03,Beauty,1,70.22,0.205,55.8,discount_driven,5,2023,Wednesday
2841,2024-04-12,Beauty,2,113.72,0.055,214.93,regular,4,2024,Friday
9716,2023-05-03,Home & Garden,2,423.68,0.029,823.06,high_spender,5,2023,Wednesday
7971,2024-05-26,Home & Garden,1,155.38,0.187,126.4,discount_driven,5,2024,Sunday
6625,2024-04-26,Sports,2,149.5,0.333,199.32,discount_driven,4,2024,Friday
3950,2024-11-17,Home & Garden,1,161.56,0.289,149.36,discount_driven,11,2024,Sunday
